tag,equipment,VR,VY,VB,IR,IY,IB,temperature,MW,MVAR,MVA,fault,reason,protection,load_percent
3PLC-100,PLC,408.449629,416.0735938,391.0504639,63.40375801,136.0934175,24.36170027,91.55766811,0.053,0.018,0.071,Overheating,High temperature,Thermal,74.61962525
2G-613,Generator,412.675113,387.3816393,395.9140968,37.76773871,100.3138555,27.19817708,38.78572207,0.021,0.01,0.031,Normal,Normal operation,None,55.09325711
5PLC-138B,PLC,396.6728456,387.8725886,388.136004,140.7980702,86.92475736,34.99131587,67.49681973,0.069,0.008,0.077,Normal,Normal operation,None,87.57138113
5CAP-746,CapacitorBank,407.3048111,416.7138768,416.9057088,85.40664688,28.837699,116.4449434,55.14966025,0.079,0.043,0.122,Normal,Normal operation,None,76.89642978
7PLC-508B,PLC,406.8390723,381.7573994,401.950225,112.5485424,56.99287579,86.33544435,63.23993874,0.08,0.011,0.091,Normal,Normal operation,None,85.29228752
6LP-162B,Lighting,410.8389516,418.4210953,407.3340582,33.97739077,99.87638189,98.53605392,57.18636032,0.042,0.034,0.076,Normal,Normal operation,None,77.46327553
3BB-471,Battery,414.7336191,389.9888964,405.9837702,108.846384,71.20418595,134.6986389,34.81059607,0.023,0.009,0.032,Normal,Normal operation,None,104.916403
1BB-137,Battery,388.5444645,383.8460141,380.0013253,128.4121999,89.40204039,141.5544106,95.81994793,0.052,0.006,0.058,Overheating,High temperature,Thermal,119.7895503
6BB-156B,Battery,400.075968,390.3446453,408.3242591,78.03272405,51.79154108,101.4254883,26.24995556,0.06,0.007,0.067,Normal,Normal operation,None,77.08325115
2VFD-120A,VFD,382.3207218,383.9691818,383.0613053,46.66747031,115.2352348,117.5651797,72.35792009,0.085,0.046,0.131,Normal,Normal operation,None,93.15596161
5SA-790B,SurgeArrestor,402.2614949,380.9763372,383.1467632,20.69807992,80.33242374,103.7406309,64.44020433,0.069,0.028,0.097,Normal,Normal operation,None,68.25704486
3CB-506B,CircuitBreaker,394.119485,386.8612261,403.9645527,61.8764037,95.93725147,86.67307691,92.20148772,0.074,0.038,0.112,Overheating,High temperature,Thermal,81.49557736
6CT-372,CT,415.7405078,387.7405955,390.9651592,46.22612905,20.07603648,64.19681171,73.04546803,0.07,0.019,0.089,Normal,Normal operation,None,43.49965908
7VFD-825B,VFD,402.500939,388.4076511,385.0197254,142.0538404,113.3394379,123.0606045,59.04375402,0.086,0.02,0.106,Overload,Load exceeded limit,Thermal,126.1512943
7SB-720,Switchboard,419.4954408,408.8183098,384.7583354,132.4275719,47.2523943,29.14154985,76.0584792,0.053,0.01,0.063,Normal,Normal operation,None,69.60717203
3SA-366B,SurgeArrestor,387.8026496,400.1809824,395.8107203,39.02670975,136.4562897,84.91715183,30.00328964,0.084,0.038,0.122,Normal,Normal operation,None,86.80005043
4CT-407A,CT,409.4710521,390.1821858,409.4303161,106.1556318,41.87315099,66.90114769,28.84368048,0.065,0.021,0.086,Normal,Normal operation,None,71.64331016
4LP-385B,Lighting,385.7833181,383.7006953,412.214176,116.2762661,111.6370593,138.245378,65.5661344,0.095,0.016,0.111,Overload,Load exceeded limit,Thermal,122.0529011
7CAP-152A,CapacitorBank,419.0235997,382.4669331,385.450929,69.92413379,136.5608654,75.94008188,73.5610394,0.025,0.022,0.047,Normal,Normal operation,None,94.14169369
7BB-528B,Battery,412.3552712,388.4168931,392.2672263,118.3721326,27.33024665,26.78887317,43.93395985,0.049,0.049,0.098,Normal,Normal operation,None,57.49708415
6CAP-978A,CapacitorBank,418.6339069,418.1019008,394.5536508,32.55669969,69.64779244,42.94272435,51.54223331,0.057,0.049,0.106,Normal,Normal operation,None,48.3824055
7SNS-726A,Sensor,406.2981687,413.558661,416.5142136,108.9268932,24.41489247,84.80862605,76.13896215,0.094,0.046,0.14,Normal,Normal operation,None,72.7168039
7UPS-863,UPS,414.9465661,403.1623531,403.4057202,29.18291896,69.08131163,144.1589207,61.09625445,0.096,0.035,0.131,Normal,Normal operation,None,80.80771708
7PT-983A,PT,396.0912153,396.6037378,395.4764743,113.9744907,41.35980244,134.9084084,71.16111225,0.077,0.009,0.086,Normal,Normal operation,None,96.74756717
2CB-658A,CircuitBreaker,380.4647556,393.1559022,388.1051371,137.6628203,100.3674857,119.6714523,69.94365803,0.053,0.013,0.066,Normal,Normal operation,None,119.2339194
6VFD-502A,VFD,412.7074904,392.77558,400.5620216,37.38399716,138.1906352,121.3944464,41.72296553,0.093,0.028,0.121,Normal,Normal operation,None,98.98969293
7PLC-493B,PLC,411.8795271,388.112689,397.8480516,51.49774376,59.77852592,68.27423663,67.47448721,0.06,0.014,0.074,Normal,Normal operation,None,59.85016877
1VFD-408,VFD,383.6477031,415.7571083,391.031937,70.226179,53.96249373,123.4131545,96.00492272,0.069,0.016,0.085,Overheating,High temperature,Thermal,82.53394242
2CAP-756B,CapacitorBank,398.2585168,417.969035,392.1575282,112.8294095,84.20755551,94.04838799,40.03448832,0.056,0.016,0.072,Normal,Normal operation,None,97.02845098
1SB-834A,Switchboard,404.3526973,396.1348893,381.0661234,149.398707,73.84019754,90.47950261,28.93792385,0.055,0.028,0.083,Normal,Normal operation,None,104.5728024
4PT-926A,PT,418.6985263,399.2194631,394.3802255,142.5136537,136.0845517,147.3013102,83.5650006,0.043,0.025,0.068,Overload,Load exceeded limit,Thermal,141.9665052
3VFD-389,VFD,414.6675837,412.2161557,399.0279056,147.5240794,95.48571895,144.7615037,84.28614953,0.081,0.036,0.117,Overload,Load exceeded limit,Thermal,129.2571007
5PM-277A,Motor,418.7464073,386.0846122,393.3745666,98.11492252,128.3999112,54.35405814,73.13000078,0.078,0.009,0.087,Normal,Normal operation,None,93.62296395
7CB-621,CircuitBreaker,397.4810364,404.2231455,419.760997,23.04005885,127.3819936,86.73423955,45.06147977,0.063,0.048,0.111,Normal,Normal operation,None,79.05209733
3CT-176B,CT,400.5080935,409.7548527,417.4163123,70.23097488,125.0508132,95.08065464,66.76113426,0.028,0.008,0.036,Normal,Normal operation,None,96.7874809
6SB-258,Switchboard,389.4785771,419.7339175,410.443693,131.6447113,21.67078466,84.92953413,98.7839861,0.074,0.036,0.11,Overheating,High temperature,Thermal,79.41501005
2SB-897B,Switchboard,419.3070691,401.6397815,417.9659278,88.74863812,149.4146596,28.00086842,53.67585595,0.069,0.029,0.098,Normal,Normal operation,None,88.72138871
4LP-727A,Lighting,414.1827327,388.3173648,382.9878367,117.3656724,80.28739309,76.78032455,33.82385016,0.056,0.048,0.104,Normal,Normal operation,None,91.47779667
3CAP-304A,CapacitorBank,390.4050592,399.9768913,408.5099839,97.17141925,65.69695556,92.95275562,96.24012876,0.059,0.01,0.069,Overheating,High temperature,Thermal,85.27371014
5SB-846,Switchboard,387.435991,415.4355831,397.8543069,83.95037528,82.56649195,41.01959316,37.08424616,0.025,0.022,0.047,Normal,Normal operation,None,69.17882013
2G-999,Generator,388.1476112,380.5513097,394.0704877,34.19577435,94.35737488,51.64637943,65.3207685,0.062,0.011,0.073,Normal,Normal operation,None,60.06650955
3UPS-308,UPS,416.3822011,406.7011662,392.9093493,20.73658853,54.06227878,144.1804041,65.03650756,0.013,0.043,0.056,Normal,Normal operation,None,72.99309047
7PM-845A,Motor,402.6366716,398.7477875,412.8660081,29.90317368,90.72451694,33.0278096,96.39667627,0.067,0.006,0.073,Overheating,High temperature,Thermal,51.21850007
4SA-923A,SurgeArrestor,411.1520095,404.8332014,413.2980066,91.21534047,118.0599128,24.60464538,59.84645282,0.025,0.039,0.064,Normal,Normal operation,None,77.95996621
2PLC-346B,PLC,395.4434135,383.3524667,384.7379245,134.1762905,34.25483431,113.5996421,76.27076656,0.03,0.011,0.041,Normal,Normal operation,None,94.01025562
6PT-207A,PT,404.0463103,419.6280055,384.7805078,107.6142489,63.44823874,66.36156244,94.42823281,0.049,0.01,0.059,Overheating,High temperature,Thermal,79.14135004
2SB-508A,Switchboard,393.8880756,406.1725236,407.0366773,89.4873173,148.7908002,101.880531,89.01619577,0.037,0.026,0.063,Normal,Normal operation,None,113.3862162
1VFD-969B,VFD,395.595369,409.2374079,414.872847,21.92482055,111.1470822,38.48199246,89.80305475,0.028,0.032,0.06,Normal,Normal operation,None,57.18463173
7VFD-865A,VFD,388.7810961,419.5018953,414.0842402,147.460494,91.63880594,145.2663277,66.25625599,0.095,0.011,0.106,Overload,Load exceeded limit,Thermal,128.1218759
4TR-541,Transformer,409.5877933,413.8029383,408.6437344,37.05541878,136.5917599,23.82103698,35.50913236,0.089,0.033,0.122,Normal,Normal operation,None,65.82273855
3CAP-963,CapacitorBank,418.6810583,385.0583387,397.0644242,52.85120564,88.64334931,59.52172835,75.76594261,0.099,0.023,0.122,Normal,Normal operation,None,67.00542777
2LP-507B,Lighting,409.892448,381.6636473,404.579503,47.59177598,34.1311914,58.16766813,59.59041515,0.093,0.022,0.115,Normal,Normal operation,None,46.63021184
7CAP-217B,CapacitorBank,381.0500428,400.6223621,404.0172774,100.8884093,116.1699936,126.1185302,53.23619288,0.014,0.049,0.063,Normal,Normal operation,None,114.3923111
7PT-445B,PT,418.6466207,383.9267351,384.9206105,78.97941517,84.56052592,126.4197949,55.23714273,0.05,0.01,0.06,Normal,Normal operation,None,96.65324533
2PM-100A,Motor,389.3285597,417.6987497,407.2184912,41.35217268,25.19628539,27.340219,99.45829539,0.066,0.029,0.095,Overheating,High temperature,Thermal,31.29622569
7SA-327A,SurgeArrestor,380.9474438,411.1160249,399.8104423,149.6498443,33.22592342,84.90222052,45.88862596,0.029,0.037,0.066,Normal,Normal operation,None,89.25932943
1SB-761A,Switchboard,418.1328014,386.48856,380.8924599,96.29113023,64.87624569,80.28885618,91.21755377,0.021,0.031,0.052,Overheating,High temperature,Thermal,80.4854107
2PLC-346B,PLC,409.4868687,411.5720154,392.2337615,52.80432261,95.12972176,55.51437487,72.66806694,0.081,0.022,0.103,Normal,Normal operation,None,67.81613975
6UPS-265B,UPS,396.1497518,394.1170507,406.4084047,50.45000509,57.64026283,124.4849702,37.42271336,0.024,0.029,0.053,Normal,Normal operation,None,77.52507938
1SA-716B,SurgeArrestor,403.8993337,397.2542324,383.8628433,115.1912536,133.5656922,122.7276572,69.7570389,0.022,0.049,0.071,Overload,Load exceeded limit,Thermal,123.828201
1SNS-104,Sensor,405.4445901,414.5525656,405.412754,33.65576152,120.527722,137.8690354,98.20784975,0.08,0.04,0.12,Overheating,High temperature,Thermal,97.35083964
6CAP-441B,CapacitorBank,419.0932685,419.2942381,404.2856979,117.7927531,90.05244096,98.25900205,49.41402619,0.041,0.038,0.079,Normal,Normal operation,None,102.034732
3CAP-926,CapacitorBank,388.6581375,398.7239523,404.6943311,131.7443326,21.20093396,39.10510925,39.12275275,0.011,0.037,0.048,Normal,Normal operation,None,64.01679193
6PLC-735B,PLC,417.5749973,394.4600752,397.9740881,125.249119,104.137932,27.84042654,92.73520699,0.086,0.033,0.119,Overheating,High temperature,Thermal,85.74249251
4SA-910,SurgeArrestor,393.199397,407.617434,411.427042,59.21663706,72.07732774,62.48372956,53.42976352,0.095,0.031,0.126,Normal,Normal operation,None,64.59256479
3CAP-364A,CapacitorBank,383.6392836,380.7166925,391.4692109,50.34219999,139.8133524,98.49574199,32.89362767,0.017,0.023,0.04,Normal,Normal operation,None,96.21709814
4PT-164B,PT,392.569332,406.3711811,382.8718056,85.55650416,115.5696065,27.01962287,68.6097102,0.092,0.049,0.141,Normal,Normal operation,None,76.04857784
2PM-913A,Motor,385.9624033,381.3266968,418.4648702,128.2141596,147.0817865,111.2901386,71.64260898,0.091,0.006,0.097,Overload,Load exceeded limit,Thermal,128.8620283
2SNS-651A,Sensor,408.1378696,413.1857712,401.3080128,62.28073846,117.7945034,79.12697955,49.05315285,0.051,0.047,0.098,Normal,Normal operation,None,86.40074047
2CT-314B,CT,380.6192165,396.8593093,402.9025235,48.29037679,76.78514202,36.17463916,39.77716213,0.065,0.042,0.107,Normal,Normal operation,None,53.75005266
5CAP-593,CapacitorBank,404.1356427,387.3138162,394.4301159,22.24586851,72.84000595,124.3654189,53.19249079,0.087,0.027,0.114,Normal,Normal operation,None,73.15043112
7PLC-865A,PLC,386.7928175,385.4307058,404.5215639,59.74056182,87.19706909,126.6967881,54.69079478,0.041,0.016,0.057,Normal,Normal operation,None,91.21147302
2LP-151B,Lighting,411.077973,419.5137217,403.6414557,129.8180952,45.03837291,86.78067711,43.50524609,0.067,0.006,0.073,Normal,Normal operation,None,87.21238175
5PLC-108B,PLC,383.2483793,406.5733945,380.9616623,57.55772204,148.6335055,91.3927779,88.08592972,0.02,0.009,0.029,Normal,Normal operation,None,99.19466849
5SA-561A,SurgeArrestor,415.7338321,394.0503017,411.6093741,105.9069633,41.26848672,118.040962,95.67267276,0.017,0.022,0.039,Overheating,High temperature,Thermal,88.40547065
7PT-575,PT,391.7423587,382.2075674,390.9933687,114.2473382,83.2525495,94.75237249,28.88191407,0.093,0.028,0.121,Normal,Normal operation,None,97.41742007
7PT-117A,PT,410.7320883,415.0373159,398.1582425,138.1836905,112.1742659,59.8023524,66.12169286,0.098,0.033,0.131,Normal,Normal operation,None,103.3867696
1SNS-498A,Sensor,388.3718776,417.4490179,404.3531144,142.82178,30.23524061,73.29195857,82.69773395,0.027,0.037,0.064,Normal,Normal operation,None,82.11632639
1BB-557A,Battery,389.7124326,408.344288,399.2828173,81.07670099,93.60118898,49.1611505,49.15712783,0.074,0.046,0.12,Normal,Normal operation,None,74.61301349
5LP-134B,Lighting,397.9280143,416.4746279,405.0035801,93.66067509,84.07508597,143.0208968,47.93100964,0.068,0.017,0.085,Normal,Normal operation,None,106.918886
3TR-495B,Transformer,387.4133125,415.4975011,399.8996063,95.50387574,88.54785901,20.6288389,85.57138577,0.038,0.017,0.055,Normal,Normal operation,None,68.22685788
7VFD-228,VFD,386.6145842,416.7453163,385.5639745,57.06647612,120.3045358,137.7933315,82.6202772,0.036,0.006,0.042,Normal,Normal operation,None,105.0547811
5SNS-885,Sensor,394.4532653,387.1863823,418.5589538,58.74250292,112.835699,92.45324047,66.05824555,0.04,0.041,0.081,Normal,Normal operation,None,88.01048078
4SA-177B,SurgeArrestor,405.2739153,387.5150353,387.5190386,140.291284,42.39484742,92.73595157,61.47839609,0.059,0.04,0.099,Normal,Normal operation,None,91.80736098
4CT-520,CT,412.2672248,401.5662665,382.348771,99.37556992,86.76436885,102.5536617,89.28320358,0.096,0.01,0.106,Normal,Normal operation,None,96.23120016
2LP-230A,Lighting,404.1451018,404.2121297,396.7847456,23.87672275,125.0413727,94.10495787,49.86967526,0.061,0.028,0.089,Normal,Normal operation,None,81.00768445
2CAP-666B,CapacitorBank,398.3933812,411.8875174,413.9983574,74.59144062,37.18357138,57.06990556,56.96246221,0.095,0.038,0.133,Normal,Normal operation,None,56.28163918
2PM-441B,Motor,380.8111036,399.1083486,408.5694322,29.8197228,91.0457224,81.54838509,44.66557982,0.032,0.006,0.038,Normal,Normal operation,None,67.47127676
1PT-363,PT,397.7467467,386.1949682,398.9683533,53.36655286,89.24186751,117.7429472,93.51676222,0.022,0.033,0.055,Overheating,High temperature,Thermal,86.7837892
7UPS-628,UPS,387.6082379,419.7012442,419.6600901,86.98649289,51.15938951,82.0253608,70.62889163,0.075,0.011,0.086,Normal,Normal operation,None,73.3904144
7CAP-641A,CapacitorBank,418.0586837,407.8243539,395.4499622,123.0763771,144.4354439,130.069658,93.84792794,0.056,0.033,0.089,Overload,Load exceeded limit,Thermal,132.5271596
4VFD-691A,VFD,394.7363159,412.1069683,385.8399213,27.13619545,140.8185154,99.52785261,79.41413863,0.04,0.028,0.068,Normal,Normal operation,None,89.16085448
1UPS-452B,UPS,403.0685749,419.5884256,413.3853284,131.3423527,48.4277121,92.45261654,40.60143478,0.014,0.006,0.02,Normal,Normal operation,None,90.74089378
5CB-557,CircuitBreaker,406.9507362,418.6959971,418.8932044,123.7891693,35.01366212,55.97687538,42.79902795,0.084,0.016,0.1,Normal,Normal operation,None,71.5932356
2SA-467B,SurgeArrestor,396.7531419,399.7517425,413.6379298,86.33462248,64.55190463,30.95006167,56.37732764,0.098,0.047,0.145,Normal,Normal operation,None,60.61219626
7CAP-857,CapacitorBank,381.45088,413.0675444,401.9077545,21.71662365,90.82915232,98.71800628,65.12925667,0.039,0.043,0.082,Normal,Normal operation,None,70.42126075
6SA-910,SurgeArrestor,384.9058099,397.2416735,415.1906865,49.20940799,133.1492606,101.2532066,26.85866186,0.083,0.019,0.102,Normal,Normal operation,None,94.53729173
5SA-763B,SurgeArrestor,419.0420724,408.1663795,380.8959081,143.3683019,87.18340889,48.33719332,60.27269121,0.052,0.02,0.072,Normal,Normal operation,None,92.96296804
3SNS-759B,Sensor,389.0942791,411.9685771,404.6662082,76.21822532,70.21488241,95.54433579,69.95665371,0.02,0.013,0.033,Normal,Normal operation,None,80.65914784
3UPS-804,UPS,392.3942365,402.1255648,407.4872379,145.8324682,81.28480476,54.70305116,70.59583959,0.015,0.034,0.049,Normal,Normal operation,None,93.94010803
4LP-707A,Lighting,404.2056639,390.2662903,399.2736225,52.45213514,75.7822086,79.74380553,88.84653394,0.092,0.047,0.139,Normal,Normal operation,None,69.32604976
3SB-896A,Switchboard,401.7962574,415.5251393,413.4086878,40.34433868,116.4486548,46.31198648,94.27750371,0.033,0.013,0.046,Overheating,High temperature,Thermal,67.70165999
3VFD-623B,VFD,404.5682719,404.8832652,386.6195185,75.67772912,117.0412825,122.6815713,87.06604575,0.052,0.03,0.082,Normal,Normal operation,None,105.1335276
5BB-983A,Battery,392.8983006,382.2963677,419.5553701,58.32413827,88.41906065,70.78623782,72.1767996,0.074,0.04,0.114,Normal,Normal operation,None,72.50981224
2SB-971,Switchboard,400.9187158,419.9837899,419.626185,102.3777024,34.51408527,42.34525601,88.29887471,0.062,0.038,0.1,Normal,Normal operation,None,59.74568123
2CAP-455B,CapacitorBank,396.4317184,396.9841046,417.4549623,39.73849592,107.6110357,61.45854998,42.04717501,0.094,0.018,0.112,Normal,Normal operation,None,69.60269387
7LP-972B,Lighting,388.2062872,385.6706279,415.1896026,57.3731492,85.09221792,133.9449823,34.57849665,0.051,0.024,0.075,Normal,Normal operation,None,92.13678314
2LP-156,Lighting,401.7319309,415.0751483,407.0665697,81.36107512,141.1045251,40.67578879,66.71572993,0.085,0.032,0.117,Normal,Normal operation,None,87.71379634
4LP-795,Lighting,409.9450701,414.6633158,405.9335666,57.95086491,39.08618521,72.33670661,60.0199384,0.062,0.03,0.092,Normal,Normal operation,None,56.45791891
3SB-310A,Switchboard,415.9565936,409.0337566,384.4898541,78.93835184,95.98406574,148.1742605,52.43435012,0.076,0.036,0.112,Normal,Normal operation,None,107.6988927
2PLC-962B,PLC,413.6621317,385.8450565,413.61811,37.15329803,90.24401688,71.04707408,84.75325368,0.038,0.041,0.079,Normal,Normal operation,None,66.14812966
2TR-326A,Transformer,381.8577428,409.984555,383.8308077,66.74723425,56.17846878,76.76435152,37.86426577,0.077,0.038,0.115,Normal,Normal operation,None,66.56335152
4PM-188,Motor,399.4859738,386.2415647,387.0413726,80.27947749,93.01076137,53.31466709,84.53242003,0.067,0.044,0.111,Normal,Normal operation,None,75.53496865
1TR-889A,Transformer,393.7708383,408.8359378,418.8853625,137.0212547,79.89097647,35.19497345,46.06835458,0.052,0.016,0.068,Normal,Normal operation,None,84.03573486
